Player,GP,MIN,FG,3FG,FT,OR,TR,AST,TO,STL,BLK,PF,PTS,Rating,Win %,PD,MVP Votes
Valentino Animobono,0.9090909090909091,29.2,7.0,1.1,2.0,1.2,6.1,2.0,1.4,0.8,0.3,1.4,17.2,16.8,0.455,153.0,0
Gavin Charlesworth,0.9090909090909091,37.7,6.8,0.2,3.2,4.1,12.3,1.9,2.2,0.6,1.0,4.3,17.0,16.4,0.364,-26.0,0
XoÃ¡n Mena,0.9090909090909091,41.6,7.0,0.3,2.6,3.6,11.6,1.8,2.4,0.5,1.9,2.5,16.9,17.1,0.318,-127.0,0
Alvin McCabe,0.7727272727272727,30.7,6.9,1.2,1.7,0.9,2.7,2.3,0.6,0.6,0.5,1.8,16.8,16.2,0.727,360.0,0
Evrim Ayberk,0.7272727272727273,39.6,6.8,0.0,3.2,4.1,14.1,0.4,2.3,0.5,1.1,3.5,16.8,16.6,0.455,75.0,0
Elliott Barnett,0.9090909090909091,33.5,7.0,0.8,1.9,1.2,4.4,4.0,1.2,1.0,0.5,0.6,16.7,17.5,0.455,153.0,1
Frankie McDonald,0.6818181818181818,29.9,6.7,0.4,2.8,1.3,3.9,2.6,0.9,0.9,0.7,2.1,16.7,18,0.818,371.0,0
Little Dunlap,0.7727272727272727,32.8,6.2,1.3,2.6,0.4,1.9,1.7,1.4,0.6,0.1,1.4,16.4,17.4,0.5,-28.0,0
Amado Cheda,1.0,37.1,6.6,0.2,2.8,0.7,4.8,4.2,1.1,0.9,0.3,1.1,16.2,17.2,0.773,609.0,86
Kyrylo Chumachenko,0.8181818181818182,36.6,6.4,1.4,1.8,0.8,3.9,3.2,0.9,1.0,0.8,0.7,16.0,17.7,0.727,360.0,0
Joshua Gatehouse,0.8181818181818182,40.3,6.5,0.6,2.4,1.2,4.3,5.2,1.2,0.9,0.2,1.3,16.0,16.5,0.318,-127.0,0
Vuk AndraÅ¡eviÄ,0.8636363636363636,33.6,6.5,0.3,2.6,1.5,6.2,0.3,2.1,0.5,0.5,2.3,15.9,13.8,0.455,75.0,0
Michael Bradley,0.8181818181818182,42.4,7.1,0.6,0.9,1.4,6.5,3.6,1.6,1.8,0.3,2.1,15.8,14.3,0.591,35.0,0
Kenneth McNeil,0.8181818181818182,43.6,6.3,0.5,2.6,4.2,14.6,2.1,2.6,0.9,3.6,1.9,15.8,17.7,0.591,35.0,0
Musa LukajiÄ,0.9090909090909091,28.8,6.5,0.6,2.2,1.2,4.6,2.4,1.2,0.4,0.2,1.2,15.7,17.2,0.955,561.0,6
Lewis Sawyer,1.0,38.8,5.8,0.6,3.3,1.2,3.3,4.1,1.3,1.3,0.3,2.1,15.5,13.7,0.409,-65.0,0
Elbert Ray,0.6818181818181818,34.4,6.3,0.5,2.1,1.3,7.9,1.8,1.7,1.0,1.1,2.2,15.3,14.6,0.455,-297.0,0
Javier Camarota,0.9090909090909091,32.4,6.4,0.2,2.2,1.4,5.2,1.4,1.3,0.4,0.6,3.8,15.3,13.1,0.455,153.0,0
Andrea Benedetto,0.8181818181818182,33.6,6.2,0.7,2.2,0.9,2.7,3.8,0.9,0.9,0.1,2.3,15.2,16.3,0.364,-26.0,0
James Ely,0.7272727272727273,31.8,6.2,1.0,1.5,0.7,3.4,4.6,0.7,1.1,0.2,1.0,14.9,18.3,0.818,371.0,0
Miguel Pickett,0.7272727272727273,38.6,6.4,0.4,1.6,1.4,4.7,4.8,1.7,0.8,0.3,2.1,14.9,16.3,0.318,-127.0,0
Tyler Plummer,0.9090909090909091,33.5,6.0,0.6,2.4,1.0,4.7,3.2,1.4,1.0,0.2,1.8,14.8,15.8,0.5,196.0,0
Riccardo Giordanengo,1.0,30.5,6.3,0.0,2.1,2.3,10.6,0.9,1.6,1.0,2.3,4.2,14.8,18.3,0.773,609.0,150
MÃ¡rton Magasi,1.0,26.9,5.8,0.8,2.4,1.1,4.7,3.1,1.1,0.9,0.1,1.2,14.7,16.3,0.455,153.0,0
Ãngel Hiriart,0.9090909090909091,31.6,5.9,0.2,2.6,2.4,9.3,1.5,1.2,0.7,1.0,2.1,14.6,18.2,0.5,196.0,3
PrÃ³spero Daza,0.9545454545454546,40.7,6.2,0.4,1.7,1.5,6.6,3.9,1.3,0.9,0.3,1.3,14.5,15.5,0.455,75.0,0
Stanton Jones,0.9090909090909091,35.4,5.8,0.6,2.3,1.3,4.2,3.1,1.4,1.0,0.3,0.7,14.4,14.5,0.409,-65.0,0
Sergio Alcantara,0.7727272727272727,35.2,5.8,0.5,2.2,1.3,6.1,4.2,1.2,1.0,0.5,1.3,14.4,15.9,0.5,-28.0,0
Francesco Pazzaglia,0.9090909090909091,43.1,5.2,1.0,2.6,1.5,5.0,4.4,1.2,1.0,0.4,1.5,14.2,15,0.591,35.0,0
Viktor Zharov,0.7727272727272727,22.4,5.4,0.8,2.2,1.1,3.5,2.2,1.2,1.1,0.2,2.2,13.8,14.2,0.273,-206.0,0
Jorge Lewis,1.0,32.8,6.0,0.0,1.8,2.7,10.0,0.9,2.1,1.1,1.7,2.3,13.7,14.3,0.409,-65.0,0
Stevie Billingsley,1.0,32.0,5.7,0.1,1.8,1.5,9.0,2.6,1.2,0.7,1.5,3.1,13.3,16.7,0.773,609.0,72
Pichet Konthai,0.9545454545454546,35.4,5.6,0.2,1.8,4.5,12.1,2.3,1.3,0.8,1.4,3.4,13.2,15.1,0.364,-19.0,0
Ezra Dubose,0.7727272727272727,35.9,5.8,0.2,1.5,2.3,10.6,2.2,1.4,0.4,0.6,3.5,13.2,17.1,0.5,-28.0,0
Lucio Caticovas,0.7727272727272727,32.7,5.5,0.4,1.8,2.7,12.2,2.5,0.9,0.9,1.6,3.2,13.1,16,0.5,-28.0,0
Clark Apfel,1.0,30.8,5.3,0.0,2.5,3.0,8.4,1.7,1.5,0.7,1.8,4.4,13.0,15.3,0.409,-65.0,0
Konsta Reijula,1.0,28.5,5.0,1.1,2.0,0.6,2.5,3.2,1.0,0.8,0.1,0.9,13.0,15.2,0.364,-26.0,0
Otto Tuominen,0.6818181818181818,33.6,5.2,0.2,2.1,3.3,13.6,1.1,1.7,0.5,0.5,3.1,12.7,17.3,0.818,371.0,0
Quincy Stump,1.0,26.1,4.9,0.3,2.6,2.0,9.5,1.3,1.2,0.8,0.9,1.6,12.7,18,0.5,196.0,0
Ãura Bodiroga,0.7272727272727273,32.9,9.8,0.7,2.6,1.8,8.0,1.8,1.0,1.0,0.8,1.6,22.9,16.3,0.273,-350.0,0
Chris Driscoll,0.9090909090909091,36.6,8.9,1.5,3.2,1.0,3.0,5.2,0.8,1.4,0.2,3.0,22.5,18.1,0.727,293.0,98
Valentino Animobono,0.8181818181818182,40.2,8.2,0.7,3.6,1.4,5.6,2.5,1.3,1.3,0.8,2.2,20.8,16.3,0.682,281.0,0
Hristo Rashkov,0.7272727272727273,37.1,8.8,0.2,3.0,2.1,8.9,0.6,2.4,0.8,1.9,2.9,20.7,17.3,0.409,37.0,0
Frankie McDonald,0.8181818181818182,34.1,8.7,0.8,2.3,1.3,5.8,3.4,0.8,1.3,0.6,2.6,20.5,17.8,0.727,293.0,6
Ian Lund,0.7272727272727273,30.5,8.3,0.9,2.4,1.1,3.2,3.2,1.0,1.2,0.1,1.8,19.9,17.4,0.727,332.0,0
Ãngel Hiriart,0.8636363636363636,37.0,7.4,0.7,3.9,3.7,13.2,1.3,2.2,0.4,1.2,2.6,19.3,16.4,0.318,-149.0,0
Emelyan Mitrofanov,0.8636363636363636,34.7,8.0,0.1,2.9,3.5,12.8,3.3,1.2,0.7,1.4,1.2,19.0,16.7,0.455,-142.0,0
PrÃ³spero Daza,0.8636363636363636,42.6,7.6,0.6,3.0,1.5,6.2,4.6,1.5,1.2,0.8,1.4,18.7,16.1,0.409,37.0,0
Evrim Ayberk,0.8636363636363636,40.9,6.5,0.0,5.2,3.5,14.3,0.8,2.6,1.2,1.9,3.6,18.2,18.2,0.409,37.0,0
RasÅaw Kuchniak,0.8181818181818182,35.9,7.9,0.3,1.9,2.9,12.0,2.5,1.3,0.9,0.9,1.1,18.1,18.5,0.909,848.0,113
Musa LukajiÄ,0.9090909090909091,30.8,8.0,0.6,1.4,1.4,7.1,2.3,0.5,1.0,0.6,1.8,17.8,17.1,0.909,848.0,72
Elliott Barnett,0.8181818181818182,35.2,7.2,1.1,1.9,0.7,3.4,4.6,1.1,0.9,0.2,0.7,17.4,17.8,0.682,281.0,0
McKinley Olson,0.8636363636363636,33.4,6.9,0.4,3.1,1.9,4.3,4.7,1.1,1.1,0.4,1.4,17.3,14.2,0.727,429.0,1
Felipe Castagno,0.7727272727272727,34.6,7.3,0.4,2.4,2.9,12.4,2.4,1.6,0.8,0.8,2.8,17.3,15.9,0.591,-150.0,0
Dejan KostadinoviÄ,0.8181818181818182,31.7,7.2,0.3,2.6,2.8,10.6,1.6,1.1,0.5,1.1,1.7,17.2,17.4,0.727,429.0,1
Deivis Calvo,0.7727272727272727,36.6,6.5,1.2,2.9,0.9,2.8,6.8,1.0,0.7,0.2,2.4,17.1,18.2,0.591,-150.0,0
Raul Giannazza,0.7727272727272727,30.9,6.6,0.8,3.1,1.1,5.4,2.3,0.8,1.2,0.4,2.7,17.1,15.6,0.591,-150.0,0
Lewis Sawyer,0.9545454545454546,38.1,6.1,0.4,4.2,1.1,4.0,4.0,1.6,0.7,0.5,2.3,16.8,14.7,0.409,20.0,0
Chow Tong An,0.7727272727272727,34.2,6.9,0.4,2.2,0.9,4.7,3.3,1.2,1.5,0.2,1.9,16.4,15.2,0.682,379.0,0
Erik Montano,0.8181818181818182,33.9,7.0,0.2,2.2,2.9,12.9,0.8,1.8,0.8,1.3,3.1,16.3,16.3,0.682,537.0,0
Alexander Marakasov,0.7272727272727273,32.3,6.8,0.6,2.1,2.0,9.6,3.7,1.1,1.5,0.9,2.9,16.3,17.6,0.682,281.0,0
Mitch Hammonds,0.8636363636363636,37.4,6.9,0.1,2.4,3.7,12.4,2.5,1.2,1.1,1.0,1.8,16.3,15.9,0.455,-142.0,0
Stevie Billingsley,0.8181818181818182,29.0,6.5,0.1,3.1,2.4,8.9,2.1,0.9,0.6,1.6,2.7,16.2,16.4,0.682,379.0,0
Stanton Jones,0.9090909090909091,39.1,6.6,0.8,2.2,1.2,4.4,4.6,1.5,1.2,0.2,1.3,16.2,15.5,0.409,20.0,0
MÃ¡rton Magasi,0.8181818181818182,38.8,6.2,0.3,3.3,1.6,5.6,5.7,1.3,0.8,0.2,1.2,16.1,15.7,0.682,281.0,0
Erekosima Benson,0.7272727272727273,32.5,6.4,0.9,2.1,1.2,5.2,1.4,1.6,0.9,0.3,1.4,15.9,12.7,0.273,-350.0,0
Amado Cheda,0.6818181818181818,38.5,6.5,0.4,2.4,1.2,6.3,4.1,1.7,1.4,0.5,1.6,15.9,17.8,0.682,379.0,0
Sergio Alcantara,0.9090909090909091,33.2,6.4,0.6,2.4,1.8,5.5,5.1,0.6,1.3,0.3,1.4,15.8,15.6,0.727,332.0,0
Little Dunlap,0.9545454545454546,21.9,6.0,1.7,2.0,0.4,2.0,1.8,1.0,0.7,0.2,0.6,15.7,15.7,0.727,332.0,0
Ye Wai Kuen,0.6818181818181818,37.3,6.3,0.2,2.7,1.0,3.7,4.1,1.5,0.8,0.3,1.7,15.6,15,0.682,379.0,0
Gangazuma Melo Vieira,1.0,29.7,6.5,0.5,1.7,2.5,12.2,2.9,1.0,0.9,1.0,1.5,15.3,17.5,0.909,848.0,190
Manos Prezerakos,0.7272727272727273,31.5,6.1,0.4,2.4,0.8,2.5,3.7,1.4,1.3,0.4,2.2,14.9,16.2,0.909,848.0,0
NicolÃ² Tomasini,0.6818181818181818,36.7,5.5,1.3,2.7,0.5,2.4,4.2,1.5,0.7,0.1,1.6,14.9,16.3,0.591,-150.0,0
Wang Po Fu,0.8636363636363636,32.9,5.7,0.4,2.9,1.3,4.0,3.5,0.8,0.9,0.5,2.3,14.6,13.6,0.727,429.0,0
Long Leach,0.7727272727272727,29.9,6.5,0.2,1.3,3.5,12.5,3.4,1.4,0.8,1.4,1.4,14.5,18,0.909,848.0,30
MartÃ­n Navas,0.6818181818181818,34.5,6.7,0.0,1.1,2.6,12.1,1.1,1.1,0.7,1.1,3.0,14.5,17.6,0.591,-150.0,0
Zhao Hangsheng,1.0,32.3,5.9,0.4,1.9,3.0,10.2,1.0,2.5,0.5,1.6,2.2,14.0,14.3,0.364,40.0,0
Marek ÄwikliÅski,0.8636363636363636,33.3,6.0,0.2,1.6,2.2,6.6,3.0,1.1,0.3,0.3,1.6,13.8,14.6,0.455,-142.0,0
Ezra Dubose,0.8636363636363636,30.6,5.5,0.4,2.3,2.1,8.6,1.5,0.9,0.5,1.3,3.2,13.7,17.2,0.727,332.0,1
James Ely,0.7272727272727273,32.8,5.7,1.1,1.2,0.9,3.4,4.7,1.2,1.1,0.5,1.6,13.7,17.4,0.727,293.0,0
Cadeo NguyÃªn,0.9545454545454546,34.1,5.6,0.3,2.1,2.3,8.7,2.8,1.1,0.5,1.0,3.6,13.6,14.9,0.409,20.0,0
Foma Koshevoy,0.9090909090909091,26.8,5.4,0.8,1.8,0.8,3.4,3.4,1.0,0.8,0.6,1.8,13.5,16,0.682,537.0,0
Jean-NoÃ«l Bodart,0.8181818181818182,29.9,5.4,0.8,1.8,0.4,2.2,2.7,1.2,0.8,0.4,1.3,13.4,16.5,0.682,537.0,0
Jako Kaal,0.7272727272727273,29.9,6.3,0.2,0.6,2.1,10.8,2.8,0.9,0.9,1.2,1.8,13.4,18.3,0.727,293.0,0
Ninh ÃoÃ n,0.9090909090909091,35.1,5.5,0.0,2.3,2.8,11.3,0.4,2.4,0.3,1.5,1.2,13.4,15.8,0.318,-149.0,0
Jorge Lewis,0.9545454545454546,32.6,6.0,0.2,1.0,2.0,10.1,0.5,1.7,0.4,2.1,2.0,13.3,14.8,0.409,20.0,0
Bill Willey,1.0,30.3,5.2,0.1,2.4,2.8,10.6,1.2,1.7,0.5,1.0,2.0,13.0,17.1,0.364,40.0,0
Jared Wallis,0.8636363636363636,29.4,5.4,0.0,1.9,1.7,8.5,1.5,1.5,0.8,0.9,1.5,12.7,16.2,0.727,429.0,0
Chen Jingyao,0.9545454545454546,27.5,5.5,0.6,1.0,2.0,8.2,1.2,1.2,0.5,0.3,1.3,12.7,14.6,0.682,537.0,0
Panayiotis Mpalanikas,0.8181818181818182,37.6,10.3,1.3,3.1,1.4,3.8,3.8,1.6,1.6,0.4,1.4,25.0,14.2,0.5,223.0,0
JÃ³zef Dunat,0.8181818181818182,38.7,10.1,2.1,2.7,1.2,4.5,1.7,1.2,1.1,0.0,2.2,24.9,12,0.364,58.0,0
Paul Ayoola,0.7727272727272727,34.1,9.6,1.2,2.1,1.4,5.0,0.9,2.1,0.9,0.3,2.5,22.6,16.6,0.455,365.0,0
Ian Lund,0.7727272727272727,35.1,7.8,1.2,2.4,0.9,2.4,3.6,0.5,0.8,0.1,1.8,19.3,16.6,0.682,193.0,0
Amado Cheda,0.7727272727272727,44.3,7.9,0.6,2.7,1.4,5.6,3.6,2.2,1.5,0.1,1.6,19.1,16.3,0.5,180.0,0
Otto Tuominen,0.7727272727272727,44.5,7.8,0.7,2.6,3.6,13.2,1.2,2.8,0.6,0.5,2.7,19.0,10.2,0.22699999999999998,-821.0,0
Emelyan Mitrofanov,1.0,37.2,8.0,0.2,2.9,3.5,13.7,3.2,1.4,1.2,1.5,1.5,19.0,16.2,0.818,605.0,142
Valentino Animobono,0.8181818181818182,34.9,8.1,0.6,2.3,1.2,6.1,2.8,0.9,1.3,0.3,2.6,18.9,16.3,0.818,803.0,0
Aleksander Ewertowski,0.9545454545454546,35.0,7.9,0.3,2.2,4.1,13.0,2.2,1.6,0.7,0.9,2.7,18.2,17.5,0.5,337.0,4
Mitch Hammonds,1.0,36.1,7.4,0.3,2.9,3.8,12.1,3.0,1.6,0.5,1.2,1.8,18.0,17,0.818,605.0,62
Cameron Brooks,0.8181818181818182,34.7,7.3,0.8,2.3,1.1,3.1,4.3,0.9,1.2,0.1,1.2,17.8,17.6,0.909,453.0,0
Gavin Charlesworth,0.9090909090909091,33.2,6.7,0.2,3.6,4.4,12.4,1.2,1.6,0.4,0.6,3.2,17.1,16.2,0.455,152.0,0
Ye Wai Kuen,0.7727272727272727,42.6,6.4,0.2,3.5,1.1,4.6,2.6,1.7,0.7,0.0,2.0,16.4,13.5,0.5,180.0,0
Alexander Marakasov,1.0,33.8,6.5,0.4,2.9,2.1,10.4,3.7,1.6,1.4,1.1,2.6,16.4,17.4,0.818,803.0,153
Luca Vaccari,0.8636363636363636,41.1,6.7,0.2,2.7,2.4,12.6,0.1,2.3,0.7,0.7,2.8,16.3,15.7,0.682,253.0,0
Dejan KostadinoviÄ,0.8636363636363636,31.2,7.1,0.2,1.9,1.9,9.4,1.6,1.6,0.5,0.7,1.7,16.2,17.2,0.909,453.0,0
Elliott Barnett,1.0,34.8,6.9,0.7,1.8,1.4,4.3,5.0,0.8,1.0,0.4,0.4,16.2,17.8,0.818,803.0,58
Bill Willey,0.7727272727272727,35.9,6.2,0.6,3.1,2.6,10.4,1.7,2.0,0.6,0.8,2.2,16.2,17.1,0.136,-322.0,0
Sergio Alcantara,0.8181818181818182,34.4,6.7,0.8,1.6,1.3,5.9,4.0,0.8,1.1,0.2,1.1,15.8,15.2,0.682,193.0,0
MÃ¡rton Magasi,0.9545454545454546,35.9,6.4,0.4,2.5,1.4,6.0,5.6,1.3,1.1,0.5,1.0,15.8,16.5,0.818,803.0,12
Lester Riggs,0.7727272727272727,30.7,7.0,0.1,1.5,2.6,9.4,0.3,1.7,0.4,0.4,2.8,15.6,17.5,0.727,401.0,0
Warren Carr,0.8636363636363636,34.6,6.1,1.2,2.3,1.0,3.6,3.4,1.4,0.9,0.5,3.5,15.6,16,0.364,58.0,0
Dan Timmons,0.7727272727272727,35.5,6.0,0.8,2.6,1.1,5.5,2.8,1.8,1.2,0.3,2.5,15.4,14.6,0.136,-322.0,0
Kosmas Prezas,0.8636363636363636,34.9,6.4,0.2,2.4,1.7,8.6,1.2,1.5,0.9,1.3,2.5,15.3,15.1,0.455,365.0,0
Gintautas Daleckis,0.7727272727272727,29.5,5.9,1.2,1.7,1.2,2.8,3.8,0.7,0.6,0.5,1.0,14.8,17.1,0.727,401.0,0
Chen Joo Nguan,0.7727272727272727,36.9,6.1,0.1,2.4,2.2,8.9,2.3,1.6,1.0,0.4,1.6,14.6,15.5,0.5,180.0,0
McKinley Olson,0.8636363636363636,34.3,5.8,0.4,2.6,1.1,4.3,3.9,0.9,1.3,0.4,1.5,14.6,15.2,0.909,453.0,0
Ezra Dubose,0.8181818181818182,34.0,5.7,0.2,3.1,3.2,11.8,1.9,0.9,0.9,1.2,3.7,14.6,17.8,0.682,193.0,0
Viktor Zharov,0.7727272727272727,28.8,6.3,0.5,1.5,1.5,4.7,3.4,0.4,0.8,1.0,2.9,14.5,15.2,0.727,401.0,0
Clyde Witherspoon,0.8636363636363636,36.0,6.3,0.4,1.4,2.3,9.9,3.0,1.6,0.6,0.9,2.7,14.4,17.3,0.682,193.0,0
Tom Gillette,0.9545454545454546,33.5,5.6,0.8,2.3,0.6,2.9,4.0,1.2,1.0,0.4,2.0,14.3,14.6,0.5,337.0,0
Anthony Collin,1.0,29.8,6.2,0.4,1.5,2.0,9.0,2.0,1.5,0.6,2.4,2.6,14.2,18.7,0.818,803.0,79
Marek ÄwikliÅski,1.0,30.8,6.1,0.1,1.9,2.0,6.6,2.3,0.7,0.9,0.7,0.9,14.2,15.5,0.818,605.0,0
Zhao Hangsheng,0.8636363636363636,32.2,5.7,0.1,2.4,2.9,8.5,0.8,1.8,0.4,1.2,2.4,14.0,13.9,0.136,-322.0,0
PrÃ³spero Daza,1.0,39.6,5.2,0.4,2.6,1.0,5.4,5.0,1.8,1.6,0.7,1.8,13.4,14.3,0.455,365.0,0
Ren Can,0.8636363636363636,32.5,5.5,0.1,1.9,2.7,13.2,2.5,1.1,1.1,0.7,2.9,13.0,18.2,0.909,453.0,2
Evrim Ayberk,1.0,36.8,5.0,0.1,2.9,3.1,13.2,0.6,2.5,0.7,2.4,3.4,13.0,17.4,0.455,365.0,0
Stevie Billingsley,0.8181818181818182,26.4,5.3,0.2,2.2,1.2,6.5,1.9,0.9,0.4,0.7,3.0,12.9,17.4,0.5,180.0,0
Batuhan UruÃ§,0.7727272727272727,32.5,5.0,0.7,2.2,3.0,12.4,3.8,0.8,1.2,1.4,2.5,12.9,17.1,0.727,401.0,0
Mick Hutton,0.7272727272727273,22.4,5.6,0.1,1.6,0.7,3.4,1.6,0.6,0.8,0.6,0.9,12.9,13.4,0.455,152.0,0
Pinchas Chaim,1.0,32.1,4.8,0.5,2.7,1.0,2.8,4.5,0.9,1.6,0.5,2.4,12.8,17.3,0.818,605.0,0
Kelvin Pressley,0.9545454545454546,28.7,5.8,0.6,0.7,1.3,5.4,2.8,1.7,0.6,0.2,1.6,12.8,14.4,0.682,253.0,0
Nestor RattÃ©,0.7727272727272727,35.8,4.8,1.0,1.8,0.8,2.2,1.1,2.4,0.8,0.1,0.6,12.4,8.4,0.22699999999999998,-821.0,0
Efstratios Theodorou,0.9090909090909091,32.9,5.1,0.6,1.5,0.7,4.8,2.6,0.9,1.0,0.4,1.8,12.4,13.3,0.5,223.0,0
Chow Tong An,0.8181818181818182,29.0,4.0,0.5,3.8,0.7,3.0,4.3,0.9,1.0,0.1,1.1,12.3,14.2,0.5,180.0,0
Andrea Benedetto,0.7272727272727273,30.1,4.5,0.5,2.7,0.8,2.3,3.2,0.6,0.6,0.4,2.2,12.2,15.9,0.455,152.0,0
Victor Bales,0.7272727272727273,33.5,4.3,0.6,2.8,0.9,4.2,4.5,0.9,0.9,0.6,2.2,12.0,17,0.682,193.0,0
Hu Jiafu,0.7727272727272727,34.5,3.9,1.8,2.4,1.6,5.4,0.7,2.7,0.8,0.2,2.6,11.9,5.9,0.0,-2178.0,0
Marlon Durant,0.9545454545454546,32.5,4.6,0.8,1.8,0.8,2.3,3.1,1.4,1.1,0.4,3.1,11.7,12.6,0.5,337.0,0
Yu Kun,0.9090909090909091,34.9,4.8,0.0,2.0,2.8,10.0,1.8,1.4,0.9,0.6,3.0,11.6,15,0.364,58.0,0
Colin Seitz,0.9545454545454546,32.5,9.7,1.5,2.5,1.0,3.2,2.2,1.4,0.8,0.1,1.3,23.3,16.9,0.682,242.0,0
JÃ³zef Dunat,1.0,38.3,9.2,1.9,2.3,0.8,4.0,2.6,1.5,1.1,0.0,2.6,22.5,12.7,0.22699999999999998,-133.0,0
Emelyan Mitrofanov,1.0,40.1,9.5,0.2,3.3,3.9,14.5,3.1,1.3,0.7,1.2,1.7,22.5,16.9,0.636,314.0,150
Neculai Postolache,1.0,41.1,8.6,0.1,4.5,3.8,11.9,2.6,1.9,0.4,0.9,2.4,21.9,18.5,0.727,166.0,135
Stevie Billingsley,0.7727272727272727,40.6,8.2,0.2,4.7,2.8,10.1,3.1,1.9,0.6,0.8,3.9,21.3,16.5,0.273,-244.0,0
Valentino Animobono,0.7727272727272727,37.2,8.2,0.5,3.9,2.2,6.6,2.2,2.1,0.7,0.4,2.1,20.8,16,0.364,45.0,0
Ian Lund,0.9545454545454546,35.9,8.0,1.1,3.0,0.4,2.7,4.0,0.9,0.9,0.3,1.8,20.0,18.8,0.636,277.0,0
Ismar Äalipur,1.0,37.7,8.5,0.5,2.0,2.1,7.7,2.3,1.2,0.9,0.5,1.0,19.6,18.1,0.727,166.0,0
Brian Purnell,1.0,38.0,7.7,0.2,3.8,3.2,12.0,3.5,1.6,0.9,0.5,3.3,19.4,16.8,0.727,166.0,34
Steven Stockton,1.0,37.0,8.4,0.4,2.1,3.2,13.6,2.7,1.1,0.8,1.5,1.6,19.2,17.5,0.727,286.0,101
Elbert Ray,0.6818181818181818,38.5,7.2,0.4,4.1,1.9,8.1,2.7,2.1,1.0,0.5,2.0,18.9,16,0.22699999999999998,-625.0,0
Warren Carr,1.0,33.1,7.0,1.1,3.0,0.9,3.5,2.8,1.0,1.0,0.3,4.0,18.0,16.6,0.22699999999999998,-133.0,0
Marcos Salter,0.9090909090909091,36.5,7.2,0.2,3.1,3.5,13.8,2.6,1.6,0.8,2.2,1.8,17.7,17.7,0.818,436.0,77
Mitch Hammonds,1.0,38.0,7.0,0.3,3.2,3.0,13.0,2.6,1.5,0.7,1.2,1.8,17.6,17.5,0.636,314.0,15
Kim D'Arrigo,0.9090909090909091,43.3,7.4,0.5,2.1,2.1,10.4,3.6,1.4,1.0,0.4,2.5,17.3,14.2,0.682,242.0,0
Lester Riggs,0.8181818181818182,31.3,6.9,0.3,3.1,3.2,10.8,0.6,1.4,0.7,0.4,2.9,17.2,18.2,0.682,52.0,0
Victor Bales,1.0,34.1,6.6,0.7,2.8,0.8,2.8,5.4,0.6,0.9,0.2,2.3,16.6,17.2,0.636,277.0,0
Aleksander Ewertowski,1.0,36.0,6.9,0.1,2.6,3.5,11.9,2.0,1.5,0.8,0.8,3.7,16.5,16.5,0.364,-73.0,0
Jin Chuxiang,0.8636363636363636,36.6,6.6,0.7,2.2,2.5,6.4,4.3,1.3,1.3,1.1,2.0,16.1,16.8,0.818,436.0,0
Alexander Marakasov,0.8636363636363636,37.1,6.2,0.7,3.1,2.2,10.0,2.6,1.8,0.7,0.5,3.9,16.1,15.7,0.364,45.0,0
Jarrod Davis,0.9545454545454546,32.7,6.7,0.5,2.1,1.0,3.4,3.8,1.2,1.1,0.1,3.0,16.0,14.7,0.364,-124.0,0
Ye Wai Kuen,0.7272727272727273,41.8,6.0,0.2,3.5,1.4,3.2,2.2,2.1,0.9,0.0,1.7,15.8,13,0.273,-244.0,0
Anthony Collin,0.8636363636363636,36.9,6.0,0.2,3.5,3.5,12.1,1.6,1.9,0.7,2.8,3.4,15.7,17.7,0.364,45.0,0
Gintautas Daleckis,0.8181818181818182,32.8,5.9,0.7,3.1,1.3,4.4,3.4,0.8,0.9,0.6,1.4,15.7,17.3,0.682,52.0,0
Onat Ural,0.9545454545454546,39.3,6.6,0.4,2.1,2.7,10.1,1.1,2.2,0.7,0.3,2.0,15.7,16,0.22699999999999998,-133.0,0
Elliott Barnett,0.8636363636363636,36.3,6.2,0.7,2.5,0.6,3.4,3.2,1.3,0.6,0.5,0.7,15.6,17,0.364,45.0,0
Erekosima Benson,0.7727272727272727,33.9,6.2,0.4,2.8,1.7,7.4,1.8,1.8,0.6,1.0,1.4,15.6,15.8,0.22699999999999998,-625.0,0
Clyde Witherspoon,0.9545454545454546,38.7,6.5,0.3,2.2,2.5,10.9,3.2,1.4,0.5,1.3,3.0,15.5,17.1,0.636,277.0,0
Amado Cheda,0.7727272727272727,43.4,6.5,0.2,2.3,1.1,3.8,2.6,2.2,1.6,0.0,1.6,15.4,16,0.273,-244.0,0
Sergio Alcantara,0.9545454545454546,33.0,6.4,0.6,1.9,1.6,5.5,3.3,1.0,0.9,0.5,1.5,15.3,15.6,0.636,277.0,0
McKinley Olson,0.8636363636363636,34.2,6.4,0.3,2.3,0.6,4.9,3.9,0.8,0.9,0.9,1.6,15.3,16.5,0.773,549.0,0
Sidney Oakes,1.0,35.4,6.1,0.2,2.6,2.3,11.0,3.2,1.1,0.8,1.9,3.0,15.0,14.8,0.727,286.0,0
Pinchas Chaim,1.0,36.0,5.5,0.5,3.4,1.0,3.3,4.3,1.5,1.3,0.5,2.8,14.9,17.6,0.636,314.0,0
Kendrick Hamm,0.9545454545454546,32.8,6.0,0.4,2.4,0.9,4.5,3.0,1.1,1.3,0.1,2.0,14.9,16.9,0.682,242.0,0
Carlos Betancourt,0.9545454545454546,37.9,5.9,0.3,2.7,1.2,4.5,5.0,1.1,1.4,0.3,3.1,14.7,15.8,0.727,286.0,0
